id	deviceType	protocolType	provider	tag	type
2005	4559674720518146	1	Somfy	S&SO RS100 IO 6/17 VVF3M P50	DESC
2006	4559674720518146	1	Somfy	1033391B	REF
2007	4559674720518146	1	Somfy	S&SO RS100 IO 6/17VVF3M OCTO60	DESC
2008	4559674720518146	1	Somfy	1033331C	REF
2009	4559674720518146	1	Somfy	S&SO RS100 IO KIT MOTOR BB FEN	DESC
2010	4559674720518146	1	Somfy	1030135B	REF
2011	4559674720518146	1	Somfy	S&SO-RS100 IO / 6NM-WO CAB-BAR	DESC
2012	4559674720518146	1	Somfy	1033106C	REF
2013	4559674720518146	1	Somfy	S&SO-RS100 IO /10NM-WO CAB-BAR	DESC
2014	4559674720518146	1	Somfy	1033108C	REF
2015	4559674720518146	1	Somfy	S&SO-RS100 IO /15NM-WO CAB-BAR	DESC
2016	4559674720518146	1	Somfy	1033109C	REF
2017	4559674720518146	1	Somfy	S&SO-RS100 IO 10/17 SS CAB PAC	DESC
2018	4559674720518146	1	Somfy	1033153C	REF
2019	4559674720518146	1	Somfy	S&SO-RS100 IO 10NM VVF3M-BAR	DESC
2020	4559674720518146	1	Somfy	1033115C	REF
2021	4559674720518146	1	Somfy	S&SO-RS100 IO 10NM VVF5M-BAR	DESC
2022	4559674720518146	1	Somfy	1033149C	REF
2023	4559674720518146	1	Somfy	S&SO-RS100 IO 10NMVVF3 EE BAR	DESC
2024	4559674720518146	1	Somfy	1033336C	REF
2025	4559674720518146	1	Somfy	S&SO-RS100 IO 10NMVVF3 EE PAC	DESC
2026	4559674720518146	1	Somfy	1033344C	REF
2027	4559674720518146	1	Somfy	S&SO-RS100 IO 10NMVVF5M-PAC100	DESC
2028	4559674720518146	1	Somfy	1033169C	REF
2029	4559674720518146	1	Somfy	S&SO-RS100 IO 15NM  VVF3M-BKT	DESC
2030	4559674720518146	1	Somfy	1033214C	REF
2031	4559674720518146	1	Somfy	S&SO-RS100 IO 15NM VVF3M	DESC
2032	4559674720518146	1	Somfy	1033162C	REF
2033	4559674720518146	1	Somfy	S&SO-RS100 IO 15NM VVF3M-BAR	DESC
2034	4559674720518146	1	Somfy	1033116C	REF
2035	4559674720518146	1	Somfy	S&SO-RS100 IO 15NM VVF5M-BAR	DESC
2036	4559674720518146	1	Somfy	1033150C	REF
2037	4559674720518146	1	Somfy	S&SO-RS100 IO 15NMVVF3 EE BAR	DESC
2038	4559674720518146	1	Somfy	1033337C	REF
2039	4559674720518146	1	Somfy	S&SO-RS100 IO 15NMVVF5M-PAC100	DESC
2040	4559674720518146	1	Somfy	1033170C	REF
2041	4559674720518146	1	Somfy	S&SO-RS100 IO 6 VVF3-F2000-PAC	DESC
2042	4559674720518146	1	Somfy	1033374C	REF
2043	4559674720518146	1	Somfy	S&SO-RS100 IO 6/17 RNF3MSW60ED	DESC
2044	4559674720518146	1	Somfy	1033272B	REF
2045	4559674720518146	1	Somfy	S&SO-RS100 IO 6/17 VVF3M ZF54	DESC
2046	4559674720518146	1	Somfy	1134036C	REF
2047	4559674720518146	1	Somfy	S&SO-RS100 IO 6/17 VVF3MOCT60	DESC
2048	4559674720518146	1	Somfy	1033324C	REF
2049	4559674720518146	1	Somfy	S&SO-RS100 IO 6/17 WO CABL	DESC
2050	4559674720518146	1	Somfy	1033152C	REF
2051	4559674720518146	1	Somfy	S&SO-RS100 IO 6NM VVF3 EE PAC	DESC
2052	4559674720518146	1	Somfy	1033343C	REF
2053	4559674720518146	1	Somfy	S&SO-RS100 IO 6NM VVF3M-BAR	DESC
2054	4559674720518146	1	Somfy	1033114C	REF
2055	4559674720518146	1	Somfy	S&SO-RS100 IO 6NM VVF5M-BAR	DESC
2056	4559674720518146	1	Somfy	1033148C	REF
2057	4559674720518146	1	Somfy	S&SO-RS100 IO 6NM VVF5M-PAC100	DESC
2058	4559674720518146	1	Somfy	1033168C	REF
2059	4559674720518146	1	Somfy	S&SO-RS100 IO 6NMVVF3 EE BAR	DESC
2060	4559674720518146	1	Somfy	1033335C	REF
2061	4559674720518146	1	Somfy	S&SO-RS100 IO15NM SSCA-PAC100	DESC
2062	4559674720518146	1	Somfy	1033154C	REF
2063	4559674720518146	1	Somfy	S&SO-RS100 IOHY 10NM WO CA-BAR	DESC
2064	4559674720518146	1	Somfy	1033173C	REF
2065	4559674720518146	1	Somfy	S&SO-RS100 IOHY 10NMVVF2.5-BAR	DESC
2066	4559674720518146	1	Somfy	1033111C	REF
2067	4559674720518146	1	Somfy	S&SO-RS100 IOHY 10NMVVF2.5-BKT	DESC
2068	4559674720518146	1	Somfy	1033225C	REF
2069	4559674720518146	1	Somfy	S&SO-RS100 IOHY 15NMVVF2.5-BAR	DESC
2070	4559674720518146	1	Somfy	1033112C	REF
2071	4559674720518146	1	Somfy	S&SO-RS100 IOHY 15NMVVF2.5-BKT	DESC
2072	4559674720518146	1	Somfy	1033226C	REF
2073	4559674720518146	1	Somfy	S&SO-RS100 IOHY 6NM VVF2.5-BAR	DESC
2074	4559674720518146	1	Somfy	1033107C	REF
2075	4559674720518146	1	Somfy	S&SO-RS100 IOHY 6NM VVF2.5-BKT	DESC
2076	4559674720518146	1	Somfy	1033224C	REF
2077	4559674720518146	1	Somfy	S&SO-RS100 IOHY 6NM WO CAB-BAR	DESC
2078	4559674720518146	1	Somfy	1033172C	REF
2079	4559674720518146	1	Somfy	S&SO-RS100 IOHY10NMVVF2.5-P100	DESC
2080	4559674720518146	1	Somfy	1033185C	REF
2081	4559674720518146	1	Somfy	S&SO-RS100 IOHY15NMVVF2.5-P100	DESC
2082	4559674720518146	1	Somfy	1033186C	REF
2083	4559674720518146	1	Somfy	S&SO-RS100 IOHYB15NM WO CA-BAR	DESC
2084	4559674720518146	1	Somfy	1033174C	REF
2085	4559674720518146	1	Somfy	S&SO-RS100 TH IO 10/17 VVF5M	DESC
2086	4559674720518146	1	Somfy	1038164B	REF
2087	4559674720518146	1	Somfy	S&SO-RS100 TH IO 15/17 VVF5M	DESC
2088	4559674720518146	1	Somfy	1040059B	REF
2089	4559674720518146	1	Somfy	S&SO-RS100 TH IO 6/17 VVF5M	DESC
2090	4559674720518146	1	Somfy	1033398B	REF
2091	4559674720518146	1	Somfy	S&SO-RS100 TH IO 6NM VVF3M-BAR	DESC
2092	4559674720518146	1	Somfy	1033144C	REF
2093	4559674720518146	1	Somfy	S&SO-RS100HYB 6NMVVF2.5 EE BAR	DESC
2094	4559674720518146	1	Somfy	1033339C	REF
2095	4559674720518146	1	Somfy	S&SO-RS100IO 10/17 RNF3MSW60ED	DESC
2096	4559674720518146	1	Somfy	1038032B	REF
2097	4559674720518146	1	Somfy	S&SO-RS100IO 10/17 VVF3M ZF54	DESC
2098	4559674720518146	1	Somfy	1134037C	REF
2099	4559674720518146	1	Somfy	S&SO-RS100IO 10/17 VVF3MSW60ED	DESC
2100	4559674720518146	1	Somfy	1033247B	REF
2101	4559674720518146	1	Somfy	S&SO-RS100IO 10/17G1 BKT	DESC
2102	4559674720518146	1	Somfy	1033201C	REF
2103	4559674720518146	1	Somfy	S&SO-RS100IO 10/17G1 VVF3M	DESC
2104	4559674720518146	1	Somfy	1033161C	REF
2105	4559674720518146	1	Somfy	S&SO-RS100IO 10/17G1 VVF3M BKT	DESC
2106	4559674720518146	1	Somfy	1033213C	REF
2107	4559674720518146	1	Somfy	S&SO-RS100IO 10/17G1 VVF3MZF54	DESC
2108	4559674720518146	1	Somfy	1033193C	REF
2109	4559674720518146	1	Somfy	S&SO-RS100IO 15 VVF3-F2000-PAC	DESC
2110	4559674720518146	1	Somfy	1040047C	REF
2111	4559674720518146	1	Somfy	S&SO-RS100IO 15/17 RNF3MSW60ED	DESC
2112	4559674720518146	1	Somfy	1039966B	REF
2113	4559674720518146	1	Somfy	S&SO-RS100IO 15/17 VVF3MSW60ED	DESC
2114	4559674720518146	1	Somfy	1033248B	REF
2115	4559674720518146	1	Somfy	S&SO-RS100IO 15/17G1 BKT	DESC
2116	4559674720518146	1	Somfy	1033202C	REF
2117	4559674720518146	1	Somfy	S&SO-RS100IO 6/17 VVF3MSW60ED	DESC
2118	4559674720518146	1	Somfy	1033246B	REF
2119	4559674720518146	1	Somfy	S&SO-RS100IO 6/17G1 BKT	DESC
2120	4559674720518146	1	Somfy	1033200C	REF
2121	4559674720518146	1	Somfy	S&SO-RS100IO 6/17G1 VVF3M	DESC
2122	4559674720518146	1	Somfy	1033160C	REF
2123	4559674720518146	1	Somfy	S&SO-RS100IO 6/17G1 VVF3M BKT	DESC
2124	4559674720518146	1	Somfy	1033212C	REF
2125	4559674720518146	1	Somfy	S&SO-RS100IO 6/17G1 VVF3MZF54	DESC
2126	4559674720518146	1	Somfy	1033192C	REF
2127	4559674720518146	1	Somfy	S&SO-RS100IO 6NMVVF3M-ZF54-BAR	DESC
2128	4559674720518146	1	Somfy	1033188C	REF
2129	4559674720518146	1	Somfy	S&SO-RS100IO10/17VVF3F200P100	DESC
2130	4559674720518146	1	Somfy	1038142C	REF
2131	4559674720518146	1	Somfy	S&SO-RS100IO10NMVVF3M-ZF54-BAR	DESC
2132	4559674720518146	1	Somfy	1033189C	REF
2133	4559674720518146	1	Somfy	S&SO-RS100IO15NMVVF3-ZF54-P100	DESC
2134	4559674720518146	1	Somfy	1033194C	REF
2135	4559674720518146	1	Somfy	S&SO-RS100IO15NMVVF3M-ZF54-BAR	DESC
2136	4559674720518146	1	Somfy	1033190C	REF
2137	4559674720518146	1	Somfy	S&SO-RS100IOHY 6NMVVF2.5-P100	DESC
2138	4559674720518146	1	Somfy	1033184C	REF
2139	4559674720518146	1	Somfy	S&SO-RS100IOTH 6/17G1SOPR BKT	DESC
2140	4559674720518146	1	Somfy	1033208C	REF
2141	4559674720518146	1	Somfy	S&SO-RS100TH IO /6NM WO CA-BAR	DESC
2142	4559674720518146	1	Somfy	1033140C	REF
2143	4559674720518146	1	Somfy	S&SO-RS100TH IO 10NM VVF3M-BAR	DESC
2144	4559674720518146	1	Somfy	1033145C	REF
2145	4559674720518146	1	Somfy	S&SO-RS100TH IO 10NM WO CA-BAR	DESC
2146	4559674720518146	1	Somfy	1033141C	REF
2147	4559674720518146	1	Somfy	S&SO-RS100TH IO 10NM WO CA-BKT	DESC
2148	4559674720518146	1	Somfy	1033205C	REF
2149	4559674720518146	1	Somfy	S&SO-RS100TH IO 15NM VVF3M-BAR	DESC
2150	4559674720518146	1	Somfy	1033146C	REF
2151	4559674720518146	1	Somfy	S&SO-RS100TH IO 15NM WO CA-BAR	DESC
2152	4559674720518146	1	Somfy	1033142C	REF
2153	4559674720518146	1	Somfy	S&SO-RS100TH IO 15NM WO CA-BKT	DESC
2154	4559674720518146	1	Somfy	1033206C	REF
2155	4559674720518146	1	Somfy	S&SO-RS100TH IO 6NM WO CAB SOP	DESC
2156	4559674720518146	1	Somfy	1033196C	REF
2157	4559674720518146	1	Somfy	S&SO-RS100TH IO 6NM WO CAB-BKT	DESC
2158	4559674720518146	1	Somfy	1033204C	REF
2159	4559674720518146	1	Somfy	S&SO-RS100TH IO 6NM WOCA-PA100	DESC
2160	4559674720518146	1	Somfy	1033156C	REF
2161	4559674720518146	1	Somfy	S&SO-RS100TH IO10NM SSCA-PA100	DESC
2162	4559674720518146	1	Somfy	1033157C	REF
2163	4559674720518146	1	Somfy	S&SO-RS100TH IO10NM WO CAB SOP	DESC
2164	4559674720518146	1	Somfy	1033197C	REF
2165	4559674720518146	1	Somfy	S&SO-RS100TH IO10NM WOCA-SO-BK	DESC
2166	4559674720518146	1	Somfy	1033209C	REF
2167	4559674720518146	1	Somfy	S&SO-RS100TH IO10NMVVF3-PAC100	DESC
2168	4559674720518146	1	Somfy	1033165C	REF
2169	4559674720518146	1	Somfy	S&SO-RS100TH IO15NM SSCA-PA100	DESC
2170	4559674720518146	1	Somfy	1033158C	REF
2171	4559674720518146	1	Somfy	S&SO-RS100TH IO15NM WO CAB SOP	DESC
2172	4559674720518146	1	Somfy	1033198C	REF
2173	4559674720518146	1	Somfy	S&SO-RS100TH IO15NM WOCA-SO-BK	DESC
2174	4559674720518146	1	Somfy	1033210C	REF
2175	4559674720518146	1	Somfy	S&SO-RS100TH IO15NMVVF3-PAC100	DESC
2176	4559674720518146	1	Somfy	1033166C	REF
2177	4559674720518146	1	Somfy	S&SO-RS100TH IO6NM VVF3-PAC100	DESC
2178	4559674720518146	1	Somfy	1033164C	REF
2179	4559674720518146	1	Somfy	S&SO-RS100TH IOHY10 WOCA-SO-BK	DESC
2180	4559674720518146	1	Somfy	1033221C	REF
2181	4559674720518146	1	Somfy	S&SO-RS100TH IOHY10NM WOCA-BAR	DESC
2182	4559674720518146	1	Somfy	1033177C	REF
2183	4559674720518146	1	Somfy	S&SO-RS100TH IOHY15 WOCA-SO-BK	DESC
2184	4559674720518146	1	Somfy	1033222C	REF
2185	4559674720518146	1	Somfy	S&SO-RS100TH IOHY15NM WOCA-BAR	DESC
2186	4559674720518146	1	Somfy	1033178C	REF
2187	4559674720518146	1	Somfy	S&SO-RS100TH IOHY6 WOCA-SOP-BK	DESC
2188	4559674720518146	1	Somfy	1033220C	REF
2189	4559674720518146	1	Somfy	S&SO-RS100TH IOHY6NM WO CA-BAR	DESC
2190	4559674720518146	1	Somfy	1033176C	REF
2191	4559674720518146	1	Somfy	S&SO-RS100THIOHY 10NMVVF2.5-BA	DESC
2192	4559674720518146	1	Somfy	1033181C	REF
2193	4559674720518146	1	Somfy	S&SO-RS100THIOHY 15NMVVF2.5-BA	DESC
2194	4559674720518146	1	Somfy	1033182C	REF
2195	4559674720518146	1	Somfy	S&SO-RS100THIOHY 6NMVVF2.5-BAR	DESC
2196	4559674720518146	1	Somfy	1033180C	REF
2197	4559674720518146	1	Somfy	S&SO-RS100THIOHY10NMWOCA-SO-BA	DESC
2198	4559674720518146	1	Somfy	1033217C	REF
2199	4559674720518146	1	Somfy	S&SO-RS100THIOHY15NMWOCA-SO-BA	DESC
2200	4559674720518146	1	Somfy	1033218C	REF
2201	4559674720518146	1	Somfy	S&SO-RS100THIOHY6NMWOCA-SOP-BA	DESC
2202	4559674720518146	1	Somfy	1033216C	REF
2203	4559674720518146	1	Somfy	S&SORS100 10/17IOVVF3M PFX 100	DESC
2204	4559674720518146	1	Somfy	1033416B	REF
2205	4559674720518146	1	Somfy	S&SORS100 6/17 IOVVF3M PFX 100	DESC
2206	4559674720518146	1	Somfy	1033380B	REF
2207	4559674720518146	1	Somfy	S&SORS100 IO 10/17 WF3M OCT60	DESC
2208	4559674720518146	1	Somfy	1033325C	REF
2209	4559674720518146	1	Somfy	S&SORS100 IO 10/17VVF3M OCTO60	DESC
2210	4559674720518146	1	Somfy	1033332C	REF
2211	4559674720518146	1	Somfy	S&SORS100 IO 15/17VVF3M OCTO60	DESC
2212	4559674720518146	1	Somfy	1033333C	REF
2213	4559674720518146	1	Somfy	S&SORS100 IO10/17VVF3MZF54 P50	DESC
2214	4559674720518146	1	Somfy	1038159B	REF
2215	4559674720518146	1	Somfy	S&SORS100 IO15/17VVF3M OCT P50	DESC
2216	4559674720518146	1	Somfy	1040074B	REF
2217	4559674720518146	1	Somfy	S&SORS100 IO6/17 VVF3MZF54 P50	DESC
2218	4559674720518146	1	Somfy	1033392B	REF
2219	4559674720518146	1	Somfy	S&SORS10015/17 IOVVF3M PFX 100	DESC
2220	4559674720518146	1	Somfy	1033417B	REF
2221	4559674720518146	1	Somfy	S&SORS100HYB 10NMVVF2.5 EE BAR	DESC
2222	4559674720518146	1	Somfy	1033340C	REF
2223	4559674720518146	1	Somfy	S&SORS100HYB 15NMVVF2.5 EE BAR	DESC
2224	4559674720518146	1	Somfy	1033341C	REF
2225	4559674720518146	1	Somfy	S&SORS100IO 15/17 VVF3M P50	DESC
2226	4559674720518146	1	Somfy	1040072B	REF
2227	4559674720518146	1	Somfy	S&SORS100IO10/17VVF3MOCT60 P50	DESC
2228	4559674720518146	1	Somfy	1038160B	REF
2229	4559674720518146	1	Somfy	S&SORS100IO15/17VVF3M ZF54 P50	DESC
2230	4559674720518146	1	Somfy	1040073B	REF
2231	4559674720518146	1	Somfy	S&SORS100IO6/17 VVF3MOCT60 P50	DESC
2232	4559674720518146	1	Somfy	1033395B	REF
2233	4560774232145922	1	Somfy	KIT SAV FENETRE S&SO IO HYB	DESC
2234	4560774232145922	1	Somfy	1033371C	REF
2235	4560774232145922	1	Somfy	KIT SAV FENETRE S&SO RS100 IO	DESC
2236	4560774232145922	1	Somfy	1033370C	REF
2237	4560774232145922	1	Somfy	KIT SAV P.FENETRE S&SO IO	DESC
2238	4560774232145922	1	Somfy	1040045C	REF
2239	4560774232145922	1	Somfy	KIT SAV P.FENETRE S&SO IO HYB	DESC
2240	4560774232145922	1	Somfy	1040046C	REF
2241	4560774232145922	1	Somfy	S&SO RS100 IO	DESC
2242	4560774232145922	1	Somfy	1033114	REF
2243	4560774232145922	1	Somfy	S&SO RS100 IO 10/17 VVF3M P50	DESC
2244	4560774232145922	1	Somfy	1038158B	REF
2245	4560774232145922	1	Somfy	S&SO RS100 IO 6/17 VVF3M P50	DESC
2246	4560774232145922	1	Somfy	1033391B	REF
2247	4560774232145922	1	Somfy	S&SO RS100 IO 6/17VVF3M OCTO60	DESC
2248	4560774232145922	1	Somfy	1033331C	REF
2249	4560774232145922	1	Somfy	S&SO RS100 IO KIT MOTOR BB FEN	DESC
2250	4560774232145922	1	Somfy	1030135B	REF
2251	4560774232145922	1	Somfy	S&SO-RS100 IO / 6NM-WO CAB-BAR	DESC
2252	4560774232145922	1	Somfy	1033106C	REF
2253	4560774232145922	1	Somfy	S&SO-RS100 IO /10NM-WO CAB-BAR	DESC
2254	4560774232145922	1	Somfy	1033108C	REF
2255	4560774232145922	1	Somfy	S&SO-RS100 IO /15NM-WO CAB-BAR	DESC
2256	4560774232145922	1	Somfy	1033109C	REF
2257	4560774232145922	1	Somfy	S&SO-RS100 IO 10/17 SS CAB PAC	DESC
2258	4560774232145922	1	Somfy	1033153C	REF
2259	4560774232145922	1	Somfy	S&SO-RS100 IO 10NM VVF3M-BAR	DESC
2260	4560774232145922	1	Somfy	1033115C	REF
2261	4560774232145922	1	Somfy	S&SO-RS100 IO 10NM VVF5M-BAR	DESC
2262	4560774232145922	1	Somfy	1033149C	REF
2263	4560774232145922	1	Somfy	S&SO-RS100 IO 10NMVVF3 EE BAR	DESC
2264	4560774232145922	1	Somfy	1033336C	REF
2265	4560774232145922	1	Somfy	S&SO-RS100 IO 10NMVVF3 EE PAC	DESC
2266	4560774232145922	1	Somfy	1033344C	REF
2267	4560774232145922	1	Somfy	S&SO-RS100 IO 10NMVVF5M-PAC100	DESC
2268	4560774232145922	1	Somfy	1033169C	REF
2269	4560774232145922	1	Somfy	S&SO-RS100 IO 15NM  VVF3M-BKT	DESC
2270	4560774232145922	1	Somfy	1033214C	REF
2271	4560774232145922	1	Somfy	S&SO-RS100 IO 15NM VVF3M	DESC
2272	4560774232145922	1	Somfy	1033162C	REF
2273	4560774232145922	1	Somfy	S&SO-RS100 IO 15NM VVF3M-BAR	DESC
2274	4560774232145922	1	Somfy	1033116C	REF
2275	4560774232145922	1	Somfy	S&SO-RS100 IO 15NM VVF5M-BAR	DESC
2276	4560774232145922	1	Somfy	1033150C	REF
2277	4560774232145922	1	Somfy	S&SO-RS100 IO 15NMVVF3 EE BAR	DESC
2278	4560774232145922	1	Somfy	1033337C	REF
2279	4560774232145922	1	Somfy	S&SO-RS100 IO 15NMVVF5M-PAC100	DESC
2280	4560774232145922	1	Somfy	1033170C	REF
2281	4560774232145922	1	Somfy	S&SO-RS100 IO 6 VVF3-F2000-PAC	DESC
2282	4560774232145922	1	Somfy	1033374C	REF
2283	4560774232145922	1	Somfy	S&SO-RS100 IO 6/17 RNF3MSW60ED	DESC
2284	4560774232145922	1	Somfy	1033272B	REF
2285	4560774232145922	1	Somfy	S&SO-RS100 IO 6/17 VVF3M ZF54	DESC
2286	4560774232145922	1	Somfy	1134036C	REF
2287	4560774232145922	1	Somfy	S&SO-RS100 IO 6/17 VVF3MOCT60	DESC
2288	4560774232145922	1	Somfy	1033324C	REF
2289	4560774232145922	1	Somfy	S&SO-RS100 IO 6/17 WO CABL	DESC
2290	4560774232145922	1	Somfy	1033152C	REF
2291	4560774232145922	1	Somfy	S&SO-RS100 IO 6NM VVF3 EE PAC	DESC
2292	4560774232145922	1	Somfy	1033343C	REF
2293	4560774232145922	1	Somfy	S&SO-RS100 IO 6NM VVF3M-BAR	DESC
2294	4560774232145922	1	Somfy	1033114C	REF
2295	4560774232145922	1	Somfy	S&SO-RS100 IO 6NM VVF5M-BAR	DESC
2296	4560774232145922	1	Somfy	1033148C	REF
2297	4560774232145922	1	Somfy	S&SO-RS100 IO 6NM VVF5M-PAC100	DESC
2298	4560774232145922	1	Somfy	1033168C	REF
2299	4560774232145922	1	Somfy	S&SO-RS100 IO 6NMVVF3 EE BAR	DESC
2300	4560774232145922	1	Somfy	1033335C	REF
2301	4560774232145922	1	Somfy	S&SO-RS100 IO15NM SSCA-PAC100	DESC
2302	4560774232145922	1	Somfy	1033154C	REF
2303	4560774232145922	1	Somfy	S&SO-RS100 IOHY 10NM WO CA-BAR	DESC
2304	4560774232145922	1	Somfy	1033173C	REF
2305	4560774232145922	1	Somfy	S&SO-RS100 IOHY 10NMVVF2.5-BAR	DESC
2306	4560774232145922	1	Somfy	1033111C	REF
2307	4560774232145922	1	Somfy	S&SO-RS100 IOHY 10NMVVF2.5-BKT	DESC
2308	4560774232145922	1	Somfy	1033225C	REF
2309	4560774232145922	1	Somfy	S&SO-RS100 IOHY 15NMVVF2.5-BAR	DESC
2310	4560774232145922	1	Somfy	1033112C	REF
2311	4560774232145922	1	Somfy	S&SO-RS100 IOHY 15NMVVF2.5-BKT	DESC
2312	4560774232145922	1	Somfy	1033226C	REF
2313	4560774232145922	1	Somfy	S&SO-RS100 IOHY 6NM VVF2.5-BAR	DESC
2314	4560774232145922	1	Somfy	1033107C	REF
2315	4560774232145922	1	Somfy	S&SO-RS100 IOHY 6NM VVF2.5-BKT	DESC
2316	4560774232145922	1	Somfy	1033224C	REF
2317	4560774232145922	1	Somfy	S&SO-RS100 IOHY 6NM WO CAB-BAR	DESC
2318	4560774232145922	1	Somfy	1033172C	REF
2319	4560774232145922	1	Somfy	S&SO-RS100 IOHY10NMVVF2.5-P100	DESC
2320	4560774232145922	1	Somfy	1033185C	REF
2321	4560774232145922	1	Somfy	S&SO-RS100 IOHY15NMVVF2.5-P100	DESC
2322	4560774232145922	1	Somfy	1033186C	REF
2323	4560774232145922	1	Somfy	S&SO-RS100 IOHYB15NM WO CA-BAR	DESC
2324	4560774232145922	1	Somfy	1033174C	REF
2325	4560774232145922	1	Somfy	S&SO-RS100 TH IO 10/17 VVF5M	DESC
2326	4560774232145922	1	Somfy	1038164B	REF
2327	4560774232145922	1	Somfy	S&SO-RS100 TH IO 15/17 VVF5M	DESC
2328	4560774232145922	1	Somfy	1040059B	REF
2329	4560774232145922	1	Somfy	S&SO-RS100 TH IO 6/17 VVF5M	DESC
2330	4560774232145922	1	Somfy	1033398B	REF
2331	4560774232145922	1	Somfy	S&SO-RS100 TH IO 6NM VVF3M-BAR	DESC
2332	4560774232145922	1	Somfy	1033144C	REF
2333	4560774232145922	1	Somfy	S&SO-RS100HYB 6NMVVF2.5 EE BAR	DESC
2334	4560774232145922	1	Somfy	1033339C	REF
2335	4560774232145922	1	Somfy	S&SO-RS100IO 10/17 RNF3MSW60ED	DESC
2336	4560774232145922	1	Somfy	1038032B	REF
2337	4560774232145922	1	Somfy	S&SO-RS100IO 10/17 VVF3M ZF54	DESC
2338	4560774232145922	1	Somfy	1134037C	REF
2339	4560774232145922	1	Somfy	S&SO-RS100IO 10/17 VVF3MSW60ED	DESC
2340	4560774232145922	1	Somfy	1033247B	REF
2341	4560774232145922	1	Somfy	S&SO-RS100IO 10/17G1 BKT	DESC
2342	4560774232145922	1	Somfy	1033201C	REF
2343	4560774232145922	1	Somfy	S&SO-RS100IO 10/17G1 VVF3M	DESC
2344	4560774232145922	1	Somfy	1033161C	REF
2345	4560774232145922	1	Somfy	S&SO-RS100IO 10/17G1 VVF3M BKT	DESC
2346	4560774232145922	1	Somfy	1033213C	REF
2347	4560774232145922	1	Somfy	S&SO-RS100IO 10/17G1 VVF3MZF54	DESC
2348	4560774232145922	1	Somfy	1033193C	REF
2349	4560774232145922	1	Somfy	S&SO-RS100IO 15 VVF3-F2000-PAC	DESC
2350	4560774232145922	1	Somfy	1040047C	REF
2351	4560774232145922	1	Somfy	S&SO-RS100IO 15/17 RNF3MSW60ED	DESC
2352	4560774232145922	1	Somfy	1039966B	REF
2353	4560774232145922	1	Somfy	S&SO-RS100IO 15/17 VVF3MSW60ED	DESC
2354	4560774232145922	1	Somfy	1033248B	REF
2355	4560774232145922	1	Somfy	S&SO-RS100IO 15/17G1 BKT	DESC
2356	4560774232145922	1	Somfy	1033202C	REF
2357	4560774232145922	1	Somfy	S&SO-RS100IO 6/17 VVF3MSW60ED	DESC
2358	4560774232145922	1	Somfy	1033246B	REF
2359	4560774232145922	1	Somfy	S&SO-RS100IO 6/17G1 BKT	DESC
2360	4560774232145922	1	Somfy	1033200C	REF
2361	4560774232145922	1	Somfy	S&SO-RS100IO 6/17G1 VVF3M	DESC
2362	4560774232145922	1	Somfy	1033160C	REF
2363	4560774232145922	1	Somfy	S&SO-RS100IO 6/17G1 VVF3M BKT	DESC
2364	4560774232145922	1	Somfy	1033212C	REF
2365	4560774232145922	1	Somfy	S&SO-RS100IO 6/17G1 VVF3MZF54	DESC
2366	4560774232145922	1	Somfy	1033192C	REF
2367	4560774232145922	1	Somfy	S&SO-RS100IO 6NMVVF3M-ZF54-BAR	DESC
2368	4560774232145922	1	Somfy	1033188C	REF
2369	4560774232145922	1	Somfy	S&SO-RS100IO10/17VVF3F200P100	DESC
2370	4560774232145922	1	Somfy	1038142C	REF
2371	4560774232145922	1	Somfy	S&SO-RS100IO10NMVVF3M-ZF54-BAR	DESC
2372	4560774232145922	1	Somfy	1033189C	REF
2373	4560774232145922	1	Somfy	S&SO-RS100IO15NMVVF3-ZF54-P100	DESC
2374	4560774232145922	1	Somfy	1033194C	REF
2375	4560774232145922	1	Somfy	S&SO-RS100IO15NMVVF3M-ZF54-BAR	DESC
2376	4560774232145922	1	Somfy	1033190C	REF
2377	4560774232145922	1	Somfy	S&SO-RS100IOHY 6NMVVF2.5-P100	DESC
2378	4560774232145922	1	Somfy	1033184C	REF
2379	4560774232145922	1	Somfy	S&SO-RS100IOTH 6/17G1SOPR BKT	DESC
2380	4560774232145922	1	Somfy	1033208C	REF
2381	4560774232145922	1	Somfy	S&SO-RS100TH IO /6NM WO CA-BAR	DESC
2382	4560774232145922	1	Somfy	1033140C	REF
2383	4560774232145922	1	Somfy	S&SO-RS100TH IO 10NM VVF3M-BAR	DESC
2384	4560774232145922	1	Somfy	1033145C	REF
2385	4560774232145922	1	Somfy	S&SO-RS100TH IO 10NM WO CA-BAR	DESC
2386	4560774232145922	1	Somfy	1033141C	REF
2387	4560774232145922	1	Somfy	S&SO-RS100TH IO 10NM WO CA-BKT	DESC
2388	4560774232145922	1	Somfy	1033205C	REF
2389	4560774232145922	1	Somfy	S&SO-RS100TH IO 15NM VVF3M-BAR	DESC
2390	4560774232145922	1	Somfy	1033146C	REF
2391	4560774232145922	1	Somfy	S&SO-RS100TH IO 15NM WO CA-BAR	DESC
2392	4560774232145922	1	Somfy	1033142C	REF
2393	4560774232145922	1	Somfy	S&SO-RS100TH IO 15NM WO CA-BKT	DESC
2394	4560774232145922	1	Somfy	1033206C	REF
2395	4560774232145922	1	Somfy	S&SO-RS100TH IO 6NM WO CAB SOP	DESC
2396	4560774232145922	1	Somfy	1033196C	REF
